,common_pathways,common_phenotypes,Co-expression_coefficient,PPI_network_dist,PWY_network_dist,Txt_network_dist,LoFintolerance_combined,Haploinsufficiency_combined,Age_combined,dN/dS_combined,Essentiality_combined,#ofpathways_combined,#ofPhenotypeCodes_combined,#ofNeighborsPPI_combined,#ofNeighborsPWY_combined,#ofNeighborsTxt_combined,#ofHighlyCoexpressed_combined,#Common_PPI_Neighbors,#common_PWY_neighbors,#Common_Txt_Neighbors,#Common_coexpressed
"('CEP55', 'CKAP4')",0.0,0.0,0.00015566043609827778,0.5,0.0,0.0,0.630642017382632,0.1879863132234024,454.6,0.3456825736612884,0.75,549.4219689819474,0.0,259.4937378820537,5.0,90.56765427016424,68.54195795277518,0.027906976744186046,0.0,0.022598870056497175,0.0
"('ATG4D', 'KIR2DS1')",0.0,0.0,6.193864234212304e-05,0.3333333333333333,0.0,0.0,0.00022903445047111308,0.03024614466871823,1151.1698397716993,0.19708994464708682,0.3535533905932738,105.36840133550476,0.0,5.830951894845301,6.363961030678928,3.5355339059327378,5.385164807134504,0.0,0.0,0.0,0.0
"('MSH2', 'PON1')",0.0,0.043478260869565216,6.068863392919457e-05,0.5,0.0,0.5,0.6135766656186478,0.7327288542789882,1195.2081743361698,0.22852455228839644,0.6373774391990981,664.6807504358766,55.569775957799216,389.62161131025573,8.48528137423857,316.1834910301295,76.00657866263946,0.0018083182640144665,0.0,0.08436213991769548,0.0
"('GSTA2', 'TBL1XR1')",0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.7062737757577259,0.5535396952921043,967.322076663197,0.37484476879695733,0.6373774391990981,451.53349820362166,48.79036790187178,233.34630916301205,28.844410203711913,65.89764790946639,14.849242404917497,0.0,0.0,0.075,0.0
"('COL9A3', 'LINC00693')",0.0,0.0,0.0,0.0,0.0,0.0,2.2975072319387582e-05,0.036731213292024535,321.45074272740453,0.10123412083987407,0.5303300858899106,970.8576105691297,24.748737341529164,43.1335136523794,12.020815280171307,3.1622776601683795,9.192388155425117,0.0,0.0,0.0,0.0
"('OR51V1', 'TTI2')",0.0,0.0,0.0,0.0,0.0,0.0,0.002945977213009675,0.010879400774666958,199.3730799280585,0.24206622142619472,0.6373774391990981,33.23401871576773,12.727922061357855,12.020815280171307,4.242640687119285,4.949747468305833,0.0,0.0,0.0,0.0,0.0
"('LPAR5', 'WIPF1')",0.0,0.0,0.0018387761106207707,0.0,0.3333333333333333,0.0,0.6680596873598312,0.055672257383840115,361.2,0.09192388155425119,0.5,69.80329505116502,39.59797974644666,39.59797974644666,208.4922060893404,8.514693182963201,27.294688127912362,0.0,0.0,0.0,0.06666666666666667
"('ARNT', 'SLAIN1')",0.0,0.0,0.00017587117787962674,0.0,0.0,0.3333333333333333,0.9679329122172444,0.5714934226168866,692.302477245315,0.19776394276745718,0.5,193.74725804511402,0.0,164.75588001646557,72.8319984622144,29.025850547399983,25.347583711273153,0.0,0.0,0.0,0.0
"('KIF26A', 'PRG2')",0.0,0.0,0.0006466255843878719,0.3333333333333333,0.25,0.0,0.29055278670343127,0.0066665254981380295,598.8509831335338,0.4272752413715191,0.5,3.0,0.0,125.28567356246283,4.301162633521313,205.77293310831723,14.508618128546908,0.0,0.0,0.0,0.07407407407407407
"('CYP2E1', 'POM121B')",0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.18803778617273437,0.008398962728138785,321.45074272740453,0.23873012789444278,0.3535533905932738,196.5756851698602,0.0,22.561028345356956,4.949747468305833,96.87362902255701,11.313708498984761,0.0,0.0,0.0,0.0
"('MSH2', 'SCARA5')",0.0,0.0,5.424546724875669e-05,0.5,0.0,0.0,0.6154005477623397,0.7040352484537173,1195.2081743361698,0.20666121187643147,0.6373774391990981,868.3274152069598,53.74011537017761,389.61647809095547,8.602325267042627,309.7200348702034,79.20227269466452,0.0018148820326678765,0.0,0.006864988558352402,0.0
"('ADCY7', 'WNT2')",0.04918032786885246,0.0,0.00024296022741077288,0.3333333333333333,0.5,0.5,0.4322990615961641,0.5624170554680654,683.1545396175012,0.23277561666755245,0.6373774391990981,1704.2831337544826,0.0,7.280109889280518,46.28714724413247,885.8498744143953,37.73592452822641,0.0,0.014285714285714285,0.0852959898154042,0.0
"('GDF7', 'SH2D4A')",0.0,0.0,0.0,0.3333333333333333,0.2,0.0,0.550176700641974,0.05142892350911698,263.387964797179,0.29814339339433865,0.6373774391990981,2.1213203435596424,0.0,8.602325267042627,3.5355339059327378,24.041630560342615,6.363961030678928,0.0,0.0,0.0,0.0
"('INPP5D', 'MRPL44')",0.0,0.0,9.818649542941863e-05,0.5,0.25,0.0,0.11839148318564266,0.151796730749601,842.0,0.2626493395300196,0.8838834764831844,586.9024620837776,4.949747468305833,168.07290084960158,90.00555538409837,55.15886148208645,61.68468205316454,0.01056338028169014,0.0,0.0,0.0
